"","Estimate","Std. Error","z value","Pr(>|z|)"
"FOREIGN_WORKER_INFO_STATEIL:REGIONLATIN AMERICA",-6414050845014.11,1919272610606.58,-3.34191756270984,0.000832017673720361
"FOREIGN_WORKER_INFO_STATEIN:REGIONLATIN AMERICA",-6414050845013.69,1919272610606.52,-3.34191756270973,0.000832017673720715
"FOREIGN_WORKER_INFO_STATEKY:REGIONLATIN AMERICA",-6414050845014.22,1919272610606.56,-3.34191756270994,0.00083201767372008
"FOREIGN_WORKER_INFO_STATELA:REGIONLATIN AMERICA",-6414050845011.99,1919272610606.55,-3.34191756270879,0.000832017673723511
"FOREIGN_WORKER_INFO_STATEMA:REGIONLATIN AMERICA",-6414050845012.56,1919272610606.6,-3.341917562709,0.000832017673722877
"FOREIGN_WORKER_INFO_STATEMD:REGIONLATIN AMERICA",-6414050845013.74,1919272610606.62,-3.34191756270958,0.000832017673721163
"FOREIGN_WORKER_INFO_STATEMI:REGIONLATIN AMERICA",-6414050845014.95,1919272610606.57,-3.3419175627103,0.000832017673719002
"FOREIGN_WORKER_INFO_STATEMO:REGIONLATIN AMERICA",-6414050845031.96,1919272610606.59,-3.34191756271913,0.000832017673692527
"FOREIGN_WORKER_INFO_STATENC:REGIONLATIN AMERICA",-6414050845013.44,1919272610606.57,-3.34191756270952,0.000832017673721346
"FOREIGN_WORKER_INFO_STATENH:REGIONLATIN AMERICA",-4510013677695520,1919272607694.01,-2349.85570033966,0
"FOREIGN_WORKER_INFO_STATENJ:REGIONLATIN AMERICA",-6414050845013.3,1919272610606.62,-3.34191756270936,0.000832017673721799
"FOREIGN_WORKER_INFO_STATENM:REGIONLATIN AMERICA",-4510013678102309,1919272617894.37,-2349.85568806282,0
"FOREIGN_WORKER_INFO_STATENV:REGIONLATIN AMERICA",4497185575762362,1919272532478.43,2343.17195690545,0
"FOREIGN_WORKER_INFO_STATENY:REGIONLATIN AMERICA",-6414050845013.59,1919272610606.56,-3.3419175627096,0.000832017673721087
"FOREIGN_WORKER_INFO_STATEOH:REGIONLATIN AMERICA",-6414050845014.01,1919272610606.62,-3.34191756270973,0.000832017673720712
"FOREIGN_WORKER_INFO_STATEOK:REGIONLATIN AMERICA",-6414050845013.21,1919272610606.59,-3.34191756270937,0.000832017673721794
"FOREIGN_WORKER_INFO_STATEOR:REGIONLATIN AMERICA",-6414050845013.25,1919272610606.6,-3.34191756270937,0.000832017673721796
"FOREIGN_WORKER_INFO_STATEPA:REGIONLATIN AMERICA",-6414050845013.99,1919272610606.61,-3.34191756270973,0.000832017673720711
"FOREIGN_WORKER_INFO_STATEPR:REGIONLATIN AMERICA",-6414050845029.47,1919272610605.6,-3.34191756271956,0.000832017673691247
"FOREIGN_WORKER_INFO_STATESC:REGIONLATIN AMERICA",-4510013645717474,1919273368184.99,-2349.85475257362,0
"FOREIGN_WORKER_INFO_STATESD:REGIONLATIN AMERICA",-6414050845014.56,1919272610606.58,-3.34191756271009,0.000832017673719633
"FOREIGN_WORKER_INFO_STATETN:REGIONLATIN AMERICA",-4510013676343548,1919275445942.57,-2349.8522246392,0
"FOREIGN_WORKER_INFO_STATETX:REGIONLATIN AMERICA",-6414050845013.75,1919272610606.57,-3.34191756270968,0.000832017673720859
"FOREIGN_WORKER_INFO_STATEUT:REGIONLATIN AMERICA",-6414050844225.64,1919272610947.21,-3.34191756170591,0.000832017676729597
"FOREIGN_WORKER_INFO_STATEVA:REGIONLATIN AMERICA",-6414050845013.63,1919272610606.59,-3.34191756270958,0.000832017673721161
"FOREIGN_WORKER_INFO_STATEWA:REGIONLATIN AMERICA",-6414050845036.74,1919272610606.05,-3.34191756272257,0.000832017673682222
"FOREIGN_WORKER_INFO_STATEWI:REGIONLATIN AMERICA",-6414050845014.02,1919272610606.62,-3.34191756270973,0.000832017673720714
"FOREIGN_WORKER_INFO_STATECA:REGIONMIDDLE EAST",-6414050845015.11,1919272610606.6,-3.34191756271034,0.000832017673718871
"FOREIGN_WORKER_INFO_STATECO:REGIONMIDDLE EAST",-4510013678217438,1919272614013.27,-2349.85569287463,0
"FOREIGN_WORKER_INFO_STATEFL:REGIONMIDDLE EAST",-6414050845033.78,1919272610605.87,-3.34191756272134,0.000832017673685917
"FOREIGN_WORKER_INFO_STATEGA:REGIONMIDDLE EAST",-6414050845034.55,1919272610606.44,-3.34191756272075,0.000832017673687675
"FOREIGN_WORKER_INFO_STATEIL:REGIONMIDDLE EAST",-6414050845012.46,1919272610606.57,-3.341917562709,0.000832017673722877
"FOREIGN_WORKER_INFO_STATEIN:REGIONMIDDLE EAST",-4510013678212040,1919272612916.4,-2349.85569421475,0
"FOREIGN_WORKER_INFO_STATELA:REGIONMIDDLE EAST",-6414050845029.21,1919272610606.56,-3.34191756271775,0.000832017673696678
"FOREIGN_WORKER_INFO_STATEMA:REGIONMIDDLE EAST",-6414050845013.94,1919272610606.6,-3.34191756270973,0.000832017673720711
"FOREIGN_WORKER_INFO_STATENC:REGIONMIDDLE EAST",-6414050845039.32,1919272610605.81,-3.34191756272433,0.000832017673676945
"FOREIGN_WORKER_INFO_STATENJ:REGIONMIDDLE EAST",-6414050845037.09,1919272610606.47,-3.34191756272202,0.000832017673683869
"FOREIGN_WORKER_INFO_STATENY:REGIONMIDDLE EAST",-6414050845014.37,1919272610606.56,-3.34191756271002,0.000832017673719841
"FOREIGN_WORKER_INFO_STATEOH:REGIONMIDDLE EAST",-6414050845038.08,1919272610606.65,-3.34191756272221,0.000832017673683288
"FOREIGN_WORKER_INFO_STATEOR:REGIONMIDDLE EAST",-6414050845040.28,1919272610606.71,-3.34191756272325,0.000832017673680185
"FOREIGN_WORKER_INFO_STATEPA:REGIONMIDDLE EAST",-6414050845040.12,1919272610606.63,-3.34191756272331,0.000832017673679999
"FOREIGN_WORKER_INFO_STATESC:REGIONMIDDLE EAST",-6414050845040.67,1919272610606.67,-3.34191756272353,0.000832017673679336
"FOREIGN_WORKER_INFO_STATETN:REGIONMIDDLE EAST",-6414050845042.52,1919272610607.09,-3.34191756272376,0.000832017673678649
"FOREIGN_WORKER_INFO_STATETX:REGIONMIDDLE EAST",-6414050845040.72,1919272610606.59,-3.3419175627237,0.000832017673678833
"FOREIGN_WORKER_INFO_STATEWA:REGIONMIDDLE EAST",-6414050845039.89,1919272610606.61,-3.34191756272323,0.000832017673680238
"FOREIGN_WORKER_INFO_STATEWI:REGIONMIDDLE EAST",-6414050845043.74,1919272610607.32,-3.341917562724,0.00083201767367793
"FOREIGN_WORKER_INFO_STATECA:REGIONOCEANIA",-6414050845014.97,1919272610606.58,-3.3419175627103,0.000832017673718998
"FOREIGN_WORKER_INFO_STATEMA:REGIONOCEANIA",-6414050845039.37,1919272610606.58,-3.34191756272301,0.000832017673680903
"FOREIGN_WORKER_INFO_STATEMS:REGIONOCEANIA",4497185575332819,1919272761056.65,2343.17167761861,0
"FOREIGN_WORKER_INFO_STATENJ:REGIONOCEANIA",-6414050845040.21,1919272610606.62,-3.34191756272338,0.000832017673679778
"FOREIGN_WORKER_INFO_STATENY:REGIONOCEANIA",-6414050845040.21,1919272610606.57,-3.34191756272346,0.000832017673679554
"FOREIGN_WORKER_INFO_STATEOH:REGIONOCEANIA",-6414050845040.19,1919272610606.61,-3.34191756272337,0.000832017673679804
"FOREIGN_WORKER_INFO_STATETX:REGIONOCEANIA",-6414050845040.2,1919272610606.59,-3.34191756272343,0.000832017673679639
"FOREIGN_WORKER_INFO_STATEWA:REGIONOCEANIA",-6414050845039.96,1919272610606.54,-3.34191756272339,0.000832017673679752
